TradeDate;Contractdate;PriceCode;SettlementPrice;HighPrice;LowPrice;Volume;OpenInterest
27/10/2014;01/12/2014;3;2;2;2;47034;0
27/10/2014;01/01/2015;3;2;2;2;10220;0
27/10/2014;01/02/2015;3;2;2;2;4361;0
27/10/2014;01/03/2015;3;2;2;2;3806;0
27/10/2014;01/04/2015;3;2;2;2;2168;0
27/10/2014;01/05/2015;3;2;2;2;1496;0
27/10/2014;01/06/2015;3;2;2;2;3579;0
27/10/2014;01/07/2015;3;2;2;2;1306;0
27/10/2014;01/08/2015;3;2;2;2;594;0
27/10/2014;01/09/2015;3;2;2;2;299;0
27/10/2014;01/10/2015;3;2;2;2;325;0
27/10/2014;01/11/2015;3;2;2;2;405;0
27/10/2014;01/12/2015;3;2;2;2;2203;0
27/10/2014;01/01/2016;3;2;2;2;365;0
27/10/2014;01/02/2016;3;2;0;2;45;0
27/10/2014;01/03/2016;3;2;0;2;43;0
27/10/2014;01/04/2016;3;2;2;2;87;0
27/10/2014;01/05/2016;3;2;2;2;77;0
27/10/2014;01/06/2016;3;2;2;2;246;0
27/10/2014;01/07/2016;3;2;0;2;0;0
27/10/2014;01/08/2016;3;2;0;0;0;0
27/10/2014;01/09/2016;3;2;0;0;0;0
27/10/2014;01/10/2016;3;2;0;0;0;0
27/10/2014;01/11/2016;3;2;0;0;0;0
27/10/2014;01/12/2016;3;2;0;2;12;0
27/10/2014;01/01/2017;3;2;0;0;0;0
27/10/2014;01/02/2017;3;2;0;0;0;0
27/10/2014;01/03/2017;3;2;0;0;0;0
27/10/2014;01/04/2017;3;2;0;0;0;0
27/10/2014;01/05/2017;3;2;0;0;0;0
27/10/2014;01/06/2017;3;2;0;0;0;0
27/10/2014;01/07/2017;3;2;0;0;0;0
27/10/2014;01/08/2017;3;2;0;0;0;0
27/10/2014;01/09/2017;3;2;0;0;0;0
27/10/2014;01/10/2017;3;2;0;0;0;0
27/10/2014;01/11/2017;3;2;0;0;0;0
27/10/2014;01/12/2017;3;2;0;0;0;0
27/10/2014;01/01/2018;3;2;0;0;0;0
27/10/2014;01/11/2014;4;2;2;2;26576;0
27/10/2014;01/12/2014;4;2;2;2;41934;0
27/10/2014;01/01/2015;4;2;2;2;11611;0
27/10/2014;01/02/2015;4;2;2;2;4092;0
27/10/2014;01/03/2015;4;2;2;2;4876;0
27/10/2014;01/04/2015;4;2;2;2;1950;0
27/10/2014;01/05/2015;4;2;2;2;1340;0
27/10/2014;01/06/2015;4;2;2;2;1110;0
27/10/2014;01/07/2015;4;2;2;2;1138;0
27/10/2014;01/08/2015;4;2;2;2;850;0
27/10/2014;01/09/2015;4;2;2;2;773;0
27/10/2014;01/10/2015;4;2;2;2;325;0
27/10/2014;01/11/2015;4;2;2;2;131;0
